"Question","Characteristics","response","count","State"
"Frequency of having little interest or pleasure in doing things","Several days","Enough food, but not always the kinds wanted",441049,"WA"
"Frequency of not being able to stop or control worrying","Did not report","Enough food, but not always the kinds wanted",34262,"WA"
"Frequency of not being able to stop or control worrying","More than half the days","Enough food, but not always the kinds wanted",173420,"WA"
"Frequency of not being able to stop or control worrying","Nearly every day","Enough food, but not always the kinds wanted",203703,"WA"
"Frequency of not being able to stop or control worrying","Not at all","Enough food, but not always the kinds wanted",322171,"WA"
"Frequency of not being able to stop or control worrying","Several days","Enough food, but not always the kinds wanted",509059,"WA"
"Gender","Cisgender female","Enough food, but not always the kinds wanted",598198,"WA"
"Gender","Cisgender male","Enough food, but not always the kinds wanted",563727,"WA"
"Gender","Did not report","Enough food, but not always the kinds wanted",10921,"WA"
"Gender","None of these","Enough food, but not always the kinds wanted",52332,"WA"
"Gender","Transgender","Enough food, but not always the kinds wanted",17437,"WA"
"Hispanic origin and Race","Asian alone, not Hispanic","Enough food, but not always the kinds wanted",123647,"WA"
"Hispanic origin and Race","Black alone, not Hispanic","Enough food, but not always the kinds wanted",60277,"WA"
"Hispanic origin and Race","Hispanic or Latino (may be of any race)","Enough food, but not always the kinds wanted",142889,"WA"
"Hispanic origin and Race","Two or more races + Other races, not Hispanic","Enough food, but not always the kinds wanted",160116,"WA"
"Hispanic origin and Race","White alone, not Hispanic","Enough food, but not always the kinds wanted",755687,"WA"
"Household income","$100,000 - $149,999","Enough food, but not always the kinds wanted",141741,"WA"
"Household income","$150,000 - $199,999","Enough food, but not always the kinds wanted",29368,"WA"
"Household income","$200,000 and above","Enough food, but not always the kinds wanted",20389,"WA"
"Household income","$25,000 - $34,999","Enough food, but not always the kinds wanted",182392,"WA"
"Household income","$35,000 - $49,999","Enough food, but not always the kinds wanted",212683,"WA"
"Household income","$50,000 - $74,999","Enough food, but not always the kinds wanted",162990,"WA"
"Household income","$75,000 - $99,999","Enough food, but not always the kinds wanted",101389,"WA"
"Household income","Did not report","Enough food, but not always the kinds wanted",215161,"WA"
"Household income","Less than $25,000","Enough food, but not always the kinds wanted",176504,"WA"
"Household size","1 person in the household","Enough food, but not always the kinds wanted",98702,"WA"
"Household size","2 people in the household","Enough food, but not always the kinds wanted",327275,"WA"
"Household size","3 people in the household","Enough food, but not always the kinds wanted",250187,"WA"
"Household size","4 people in the household","Enough food, but not always the kinds wanted",243565,"WA"
"Household size","5 people in the household","Enough food, but not always the kinds wanted",103003,"WA"
"Household size","6 people in the household","Enough food, but not always the kinds wanted",130373,"WA"
"Household size","7 or more people in the household","Enough food, but not always the kinds wanted",89510,"WA"
"Lesbian, Gay, Bisexual and Transgender","Did not report","Enough food, but not always the kinds wanted",33636,"WA"
"Lesbian, Gay, Bisexual and Transgender","No","Enough food, but not always the kinds wanted",969743,"WA"
"Lesbian, Gay, Bisexual and Transgender","Other","Enough food, but not always the kinds wanted",125272,"WA"
"Lesbian, Gay, Bisexual and Transgender","Yes","Enough food, but not always the kinds wanted",113965,"WA"
"Marital status","Did not report","Enough food, but not always the kinds wanted",18782,"WA"
"Marital status","Divorced/separated","Enough food, but not always the kinds wanted",223112,"WA"
"Marital status","Married","Enough food, but not always the kinds wanted",541752,"WA"
"Marital status","Never married","Enough food, but not always the kinds wanted",383661,"WA"
"Marital status","Widowed","Enough food, but not always the kinds wanted",75309,"WA"
"Presence of children under 18 years old","Children in household","Enough food, but not always the kinds wanted",525334,"WA"
"Presence of children under 18 years old","No children","Enough food, but not always the kinds wanted",717282,"WA"
"Reason for not working","Did not report reason","Enough food, but not always the kinds wanted",677007,"WA"
"Reason for not working","I am retired","Enough food, but not always the kinds wanted",230661,"WA"
"Reason for not working","I did not have transportation to work","Enough food, but not always the kinds wanted",1694,"WA"
"Reason for not working","I did not want to be employed at this time","Enough food, but not always the kinds wanted",31688,"WA"
"Reason for not working","I was caring for an elderly person","Enough food, but not always the kinds wanted",4180,"WA"
"Reason for not working","I was caring for children not in school or daycare","Enough food, but not always the kinds wanted",31018,"WA"
"Reason for not working","I was caring for someone or sick myself with coronavirus symptoms","Enough food, but not always the kinds wanted",22175,"WA"
"Reason for not working","I was concerned about getting or spreading the coronavirus","Enough food, but not always the kinds wanted",5572,"WA"
"Reason for not working","I was laid off or furloughed due to coronavirus pandemic","Enough food, but not always the kinds wanted",18127,"WA"
"Reason for not working","I was sick (not coronavirus related) or disabled","Enough food, but not always the kinds wanted",33603,"WA"
"Reason for not working","My employer closed temporarily due to the coronavirus pandemic","Enough food, but not always the kinds wanted",6178,"WA"
"Reason for not working","My employer went out of business due to the coronavirus pandemic","Enough food, but not always the kinds wanted",5306,"WA"
"Reason for not working","Other reason","Enough food, but not always the kinds wanted",175407,"WA"
"Received SNAP","Did not report","Enough food, but not always the kinds wanted",20655,"WA"
"Received SNAP","No","Enough food, but not always the kinds wanted",992675,"WA"
"Received SNAP","Yes","Enough food, but not always the kinds wanted",229286,"WA"
"Respondent employed in the last 7 days","Did not report","Enough food, but not always the kinds wanted",3057,"WA"
"Respondent employed in the last 7 days","No","Enough food, but not always the kinds wanted",565609,"WA"
"Respondent employed in the last 7 days","Yes","Enough food, but not always the kinds wanted",673950,"WA"
"Sex at birth","Female","Enough food, but not always the kinds wanted",646544,"WA"
"Sex at birth","Male","Enough food, but not always the kinds wanted",596072,"WA"
"Sexual orientation","Bisexual","Enough food, but not always the kinds wanted",75755,"WA"
"Sexual orientation","Did not report","Enough food, but not always the kinds wanted",25665,"WA"
"Sexual orientation","Gay or lesbian","Enough food, but not always the kinds wanted",35619,"WA"
"Sexual orientation","I don’t know","Enough food, but not always the kinds wanted",30231,"WA"
"Sexual orientation","Something else","Enough food, but not always the kinds wanted",91927,"WA"
"Sexual orientation","Straight","Enough food, but not always the kinds wanted",983418,"WA"
"Total","","Enough food, but not always the kinds wanted",1242616,"WA"
"Used in the last 7 days to meet spending needs*","Borrowing from friends or family","Enough food, but not always the kinds wanted",188759,"WA"
"Used in the last 7 days to meet spending needs*","Child Tax Credit payment","Enough food, but not always the kinds wanted",141914,"WA"
"Used in the last 7 days to meet spending needs*","Credit cards or loans","Enough food, but not always the kinds wanted",521545,"WA"
"Used in the last 7 days to meet spending needs*","Did not report","Enough food, but not always the kinds wanted",14766,"WA"
"Used in the last 7 days to meet spending needs*","Government rental assistance","Enough food, but not always the kinds wanted",39886,"WA"
"Used in the last 7 days to meet spending needs*","Money from savings or selling assets or possessions (including withdrawals from retirement accounts)","Enough food, but not always the kinds wanted",350845,"WA"
"Used in the last 7 days to meet spending needs*","Money saved from deferred or forgiven payments (to meet spending needs)","Enough food, but not always the kinds wanted",67119,"WA"
"Used in the last 7 days to meet spending needs*","Other","Enough food, but not always the kinds wanted",111367,"WA"
"Used in the last 7 days to meet spending needs*","Regular income sources like those received before the pandemic","Enough food, but not always the kinds wanted",856834,"WA"
"Used in the last 7 days to meet spending needs*","School meal debit/EBT cards","Enough food, but not always the kinds wanted",61273,"WA"
"Used in the last 7 days to meet spending needs*","Stimulus (economic impact) payment","Enough food, but not always the kinds wanted",175800,"WA"
"Used in the last 7 days to meet spending needs*","Supplemental Nutrition Assistance Program (SNAP)","Enough food, but not always the kinds wanted",133061,"WA"
"Used in the last 7 days to meet spending needs*","Unemployment insurance (UI) benefit payments","Enough food, but not always the kinds wanted",13524,"WA"
"Active duty military*","Did not report","Sometimes not enough to eat",2655,"WA"
"Active duty military*","No active duty service (self or spouse)","Sometimes not enough to eat",283719,"WA"
"Active duty military*","Serving in Reserve or National Guard","Sometimes not enough to eat",4463,"WA"
"Active duty military*","Serving on active duty","Sometimes not enough to eat",6097,"WA"
"Active duty military*","Spouse serving in Reserve or National Guard","Sometimes not enough to eat",4463,"WA"
"Active duty military*","Spouse serving on active duty","Sometimes not enough to eat",4463,"WA"
"Age","18 - 24","Sometimes not enough to eat",66430,"WA"
